Ourcontigname,MM.darkorange
contig153369,NA
contig153370,NA
contig153374,NA
contig153375,NA
contig153379,NA
contig153380,NA
contig153381,NA
contig153382,NA
contig153385_138251_7150,NA
contig153387,NA
contig153389,NA
contig153390_119877,NA
contig153392,NA
contig153395,NA
contig153396,NA
contig153398,NA
contig153399,NA
contig153400,NA
contig153405,NA
contig153406,NA
contig153407,NA
contig153411,NA
contig153413,NA
contig153414,NA
contig153415,NA
contig153418,NA
contig153420_94480_106845_154863,NA
contig153421,NA
contig153422_176482_104180,NA
contig153423,NA
contig153424,NA
contig153426,NA
contig153428,NA
contig153430,NA
contig153433_118970_80907_119590_152403_205690_116105,NA
contig153439,NA
contig153440,NA
contig153444_111530_98980,NA
contig153447_130013,NA
contig153451,NA
contig153452_187372,NA
contig153453,NA
contig153456_180623_106698,NA
contig153457,NA
contig153462,NA
contig153466_210770,NA
contig153469,NA
contig15347_115369,NA
contig153472_93414,NA
contig153474,NA
contig153475,NA
contig153478,NA
contig153482,NA
contig153487,NA
contig153491,NA
contig153495,0.698039080666307
contig153497,NA
contig153503_113662_65275,NA
contig153507,NA
contig153509,NA
contig153512,NA
contig153516_199493_100246_170823,NA
contig153517,NA
contig153525,NA
contig153526,NA
contig153527,NA
contig153528,NA
contig153529,NA
contig153532,NA
contig153534,NA
contig153537,NA
contig153539,NA
contig153540_106871,NA
contig153542,NA
contig153551,NA
contig153553,NA
contig153557,NA
contig15356_73356,NA
contig153565,NA
contig153566,NA
contig153568,NA
contig153574,NA
contig153577,NA
contig153580,NA
contig153581,NA
contig153597,NA
contig153607,NA
contig153608,NA
contig153617,NA
contig153631,NA
contig153632,NA
contig153645,NA
contig153646,NA
contig153647_25470,NA
contig153648,NA
contig153660,NA
contig153662_182024,NA
contig153687,NA
contig153688,NA
contig153708,NA
contig153710,NA
contig153724,NA
contig153725,NA
contig153731,NA
contig153741,NA
contig153744_213297,NA
contig153747_209151,NA
contig153757,NA
contig153759_203397,NA
contig153761,NA
contig153764,NA
contig153769,NA
contig153780_111487,NA
contig153785,NA
contig153796,NA
contig1538,NA
contig153801,NA
contig153851,NA
contig153853,NA
contig153857,NA
contig153860,NA
contig153862,NA
contig153893,NA
contig153908,NA
contig153929_179993,NA
contig153936_205344,NA
contig153956,NA
contig153959,NA
contig15396,NA
contig153964,NA
contig153981,NA
contig153987,NA
contig153988_207869,NA
contig154003,NA
contig154007,NA
contig154009,NA
contig154013,NA
contig154047,NA
contig154053_184313,NA
contig154081,NA
contig154089,NA
contig154090,NA
contig154098_216400_151636,NA
contig154103,NA
contig154108,NA
contig154111,NA
contig154113,NA
contig154133,NA
contig154142,NA
contig154146,NA
contig154153,NA
contig154158,NA
contig154164,NA
contig154171_209339,NA
contig154177,NA
contig154178,NA
contig154182,NA
contig154184,NA
contig154186,NA
contig154187,NA
contig154196_181361,NA
contig154212_189225,NA
contig154225,NA
contig15424,NA
contig154245,NA
contig154255,NA
contig154257,NA
contig154260,NA
contig154262,NA
contig154271,NA
contig154274_177837,NA
contig154280,NA
contig154284,NA
contig154286_151134,NA
contig154292,NA
contig154318,NA
contig154322,NA
contig154324,NA
contig154337_199944,NA
contig154340,NA
contig154393,NA
contig154400,NA
contig154402,NA
contig154404,NA
contig154415,NA
contig154416,NA
contig154425_151693_106407,NA
contig154429,NA
contig154441,NA
contig154451,NA
contig154452,NA
contig154453,NA
contig154489_204572,NA
contig154496,NA
contig154520,NA
contig154553_71197,NA
contig154556,NA
contig154608,NA
contig154630_16789_110916_69035_7176,NA
contig154639,NA
contig154644_59356_4773,NA
contig154683,NA
contig154704,NA
contig154708,0.872889482344635
contig154740,NA
contig154745,NA
contig154763,NA
contig154770,NA
contig154800,NA
contig154813,NA
contig154825,NA
contig154856,NA
contig154864,NA
contig15490_179260_212860,NA
contig154912,NA
contig154921,NA
contig154924,NA
contig154963,NA
contig154982_75012,NA
contig154988,NA
contig155022,NA
contig155031,NA
contig155034,NA
contig15505_92399_46475,NA
contig155089,NA
contig155123,NA
contig155126,NA
contig155137,NA
contig155141,NA
contig155170,NA
contig155218,NA
contig155230_191458_219263,NA
contig155264_171851,NA
contig155267,NA
contig155278,NA
contig155281_3823,NA
contig155288,NA
contig155289,NA
contig155311,NA
contig155315_151609_94204,NA
contig155326,NA
contig155329,NA
contig155334,NA
contig15538_127865,NA
contig155383,NA
contig155390,NA
contig155393,NA
contig155397,NA
contig155399_200357,NA
contig155405_195340_149807,NA
contig155445_112257_118087_154396,NA
contig155447,NA
contig155458,NA
contig155460,NA
contig155478,NA
contig155500_69324,NA
contig155508_188714,NA
contig155531_158125,NA
contig155591_107236,NA
contig155593_174306_178230,NA
contig155603,NA
contig155610,NA
contig155611,NA
contig155612_158165,NA
contig155634_180819,NA
contig155681,NA
contig155707,NA
contig155746,NA
contig155751,NA
contig155759_107944,NA
contig15578,NA
contig155784,NA
contig155787_170803,NA
contig15579,NA
contig155834,NA
contig155843,NA
contig155850_188983,NA
contig155851_69784_130543_130414,NA
contig155854,NA
contig155886_77359,NA
contig155893_203857,NA
contig155908_149865_104760_177610,NA
contig155924,NA
contig15593,NA
contig155933_83008,NA
contig155941,NA
contig155998_211258,NA
contig156017_23538_211031_179906_24403,NA
contig156021,NA
contig156026,NA
contig156079_113810_182209,0.82419320676816
contig156085,NA
contig156088,NA
contig156120,NA
contig156148,NA
contig156154,NA
contig156176,NA
contig156183,NA
contig156198,NA
contig156212,0.756532981752688
contig156214,NA
contig156217,NA
contig156226,NA
contig156235_210570_195641,NA
contig156278_119202_105553,NA
contig156306,NA
contig15632_117793_170020_79720,NA
contig156345,NA
contig156354,NA
contig156387,NA
contig156451_210505_110203_114454,NA
contig156461,NA
contig156462,NA
contig156503,NA
contig156526,NA
contig156529,NA
contig15653_59975,NA
contig156530,NA
contig15657,NA
contig156604,NA
contig156616,NA
contig156724,NA
contig15673,NA
contig156743,NA
contig156764,NA
contig156775_145304,NA
contig15678,NA
contig156795,NA
contig156798,NA
contig156803_178866_129872_200356_17188_167995,NA
contig156810_195470,NA
contig156811,NA
contig156845,NA
contig156849_73629_75234_113728,NA
contig156874,NA
contig156919,NA
contig156951,NA
contig156955,NA
contig156977,NA
contig156992_73830,NA
contig157007,NA
contig15704_93992_25012_156210,NA
contig157060,NA
contig157073_115635_147801,NA
contig157103,NA
contig157105,NA
contig157106,NA
contig157107,NA
contig157110,NA
contig157115_175566,NA
contig157137,NA
contig157151,NA
contig157172,NA
contig157188_188876,NA
contig157193,NA
contig157206,NA
contig157243,NA
contig157246_135075,NA
contig157278,NA
contig157294,NA
contig15732_147452_158234_191550_106044,NA
contig157346,NA
contig157349,NA
contig157354_160933_23306_156808,NA
contig157394_151644,NA
contig157397,NA
contig157409,NA
contig157422_171274_112225_111188_111651_115917,NA
contig157439,NA
contig157447,NA
contig157472,NA
contig157490,NA
contig157492,NA
contig157493,NA
contig157500_147743_157928,NA
contig157526_76719,NA
contig157558,NA
contig157571,NA
contig157574_139303,NA
contig15760,NA
contig157617,NA
contig15762,NA
contig157622_69797_191059,NA
contig157636_20155,NA
contig157640_105144_202310_160404,NA
contig157682,NA
contig157702_210837,NA
contig157707_73389,NA
contig157754_204248_191,NA
contig157776,NA
contig157779_58412,NA
contig157794_211934,NA
contig157803_213990,NA
contig157815_179454,NA
contig157823_206050_25964_212918,NA
contig157830,NA
contig157836,NA
contig157861,0.734647970425189
contig157863_68714,NA
contig157871_177187,NA
contig157877_59857_204236,NA
contig157883_210020,NA
contig157917,NA
contig157926,NA
contig157936,NA
contig157990_219785,NA
contig157991,NA
contig157992,NA
contig158009,NA
contig158010_15962_53100,NA
contig158016_139737_174546,NA
contig158018,NA
contig158020_176906,NA
contig15803,NA
contig158041,NA
contig158042_207941,NA
contig158043,NA
contig158052_151912,NA
contig158053_64757_191590_145883,NA
contig158153,NA
contig158158,NA
contig158200,NA
contig158217,NA
contig158219_94456_70151,NA
contig158246,NA
contig158251,NA
contig158258_53389,NA
contig158269_81556_52431,NA
contig158319_12569_155676,NA
contig158343_77996,NA
contig158375,NA
contig158385,NA
contig158422,NA
contig158470_193308,NA
contig158472,NA
contig158473,0.836462486673887
contig158503,NA
contig158509,NA
contig158520_177744,NA
contig158539,NA
contig158553_54925,NA
contig158555,NA
contig158578,NA
contig158617_164066,NA
contig158630,NA
contig158637,NA
contig158643_83009,NA
contig158665_104355,NA
contig158680,NA
contig158682_195022,NA
contig158721_150536,NA
contig158755,NA
contig158770,NA
contig158784,NA
contig158806_178781_209020,NA
contig158811,NA
contig158836,NA
contig158841,NA
contig158846,NA
contig15885_115550,NA
contig158867,NA
contig158874,NA
contig158886,NA
contig158907_213880,NA
contig158914_179997,NA
contig158921,NA
contig158928_118673,NA
contig158952,NA
contig158959,NA
contig158965,NA
contig158971,NA
contig158983,NA
contig158987,NA
contig158999,NA
contig159006,NA
contig159018,NA
contig159067_7771_147515_171491,NA
contig159093_171751,NA
contig159107,NA
contig15913_169684,NA
contig159139_22861,NA
contig159140_68527,NA
contig159152,NA
contig159181_13139_99955,NA
contig159183,NA
contig159188,NA
contig159199_211308,NA
contig159209,NA
contig159236_69446,NA
contig159245,NA
contig159261_111707,NA
contig159263_140142_110659,NA
contig159279_157271_75557,NA
contig159290,NA
contig159297,NA
contig159317,NA
contig159320_60407,NA
contig159328_147784,NA
contig159356,NA
contig159368,NA
contig159380,NA
contig159406_169178,NA
contig159442_108037_113014,NA
contig159443_141906,NA
contig159485,NA
contig159493_213166,0.837572855071725
contig159516,NA
contig159521_73873_171346,NA
contig159527_15833,NA
contig159538,NA
contig159560,NA
contig159573_185160,NA
contig159584_70230_186342_600040,NA
contig159589,NA
contig159611,NA
contig159658,NA
contig159689,NA
contig15971_137431,0.761441569187054
contig159710_108367_149052,NA
contig159714_150873_105236,NA
contig159734,NA
contig159753_17499,NA
contig159764_119973,NA
contig159770_212457_202314,NA
contig159773_157893_219360_113496_205405,NA
contig159783_180414,NA
contig159789,NA
contig159790_189041_217306,NA
contig159791,NA
contig159792_208155,NA
contig15982,NA
contig159833,NA
contig159834,NA
contig159870_68657_218028,NA
contig159872,NA
contig159897,NA
contig159909,NA
contig159923_52248,NA
contig159931,NA
contig159954,NA
contig159958,0.6219250809353
contig159982,NA
contig159984_128660_176758_126824,NA
contig159995,NA
contig159997_193073,NA
contig160024,NA
contig160026,NA
contig160028_176242,NA
contig160029_205494_208350,NA
contig160030,NA
contig160031,NA
contig160035,NA
contig160038,NA
contig160086,NA
contig160100_117542_99326,NA
contig160102_600219,NA
contig160146_209213,NA
contig160211,NA
contig160229_82717,NA
contig160255,0.918258265807435
contig160267_120146_146359_153351,NA
contig160269,NA
contig160293,NA
contig160299,NA
contig160304_192640_194407,0.730524414705026
contig160310_116979_140346,NA
contig160313_177213_51903,NA
contig160348,NA
contig160357,NA
contig160361,0.779739273713441
contig160377,NA
contig160386_137664,NA
contig16039_125531,NA
contig160394,NA
contig160402_178588_169464_82650,NA
contig160412_167479,NA
contig160453,NA
contig160467,NA
contig160474_147976,NA
contig160526,NA
contig160547,NA
contig160595,NA
contig160596_173859_165475_66755,NA
contig160629,NA
contig160634,NA
contig160637,NA
contig160643,NA
contig160645_167704_104472,NA
contig160664,NA
contig16068_18795_159853,NA
contig160699_124129,NA
contig160717,0.874559882048731
contig160729_165099,NA
contig160790,NA
contig160842_69687,NA
contig160845,NA
contig160879,NA
contig160898,NA
contig160912,NA
contig160966,NA
contig160988,NA
contig161011_15098,NA
contig161025,NA
contig161063_5011_115668_15003_138446_110923_153802_208393,NA
contig161069,NA
contig161108,NA
contig161119_106888,NA
contig161124,NA
contig161127,NA
contig16113,NA
contig161155,NA
contig161161_99843,NA
contig161166_189429,NA
contig161194_53275,NA
contig161208,NA
contig16123_129418_128878_156112,NA
contig16129,NA
contig161292_183874_214568,NA
contig16185,NA
contig16189,NA
contig16207_170396_82769,NA
contig162157_183588,NA
contig16231,NA
contig16234,NA
contig162527,NA
contig162679,NA
contig16269,NA
contig162826_179486,NA
contig16291_204362_96412,NA
contig162921,NA
contig16300,NA
contig163119,NA
contig163123,NA
contig163216_194259,NA
contig16340_137404_71412_180832_151959,NA
contig163444,NA
contig16347,NA
contig163512_152421_180625,NA
contig163536,NA
contig163588,NA
contig16365_73750,NA
contig163718,NA
contig163807,NA
contig163873,NA
contig163998,NA
contig16400_195802,NA
contig164009_66612,NA
contig164021,NA
contig164022_213272_58633_164135,NA
contig164044,NA
contig164124_75869,NA
contig164196_151076_15361,NA
contig16420_20902,NA
contig164219,NA
contig164230_79906,NA
contig164336,NA
contig164504,NA
contig16453_202324,NA
contig16457,NA
contig16460,NA
contig164625,0.467073946112467
contig164676_74916_12360_178135_177977,NA
contig164728,NA
contig164753_219382,NA
contig164782_68004,NA
contig164798,NA
contig164817,NA
contig164822,NA
contig164973,NA
contig16499_193586,NA
contig165004_72503,NA
contig165011,NA
contig165074,NA
contig165113_74682,NA
contig165151_69860,NA
contig165162_107966,NA
contig165243,NA
contig165290,NA
contig165319_76212_133949,NA
contig16536_130736_115600_155306_13931_215371,NA
contig165389_151529_18522_181937_190499,NA
contig165394,NA
contig165416,NA
contig165421,NA
contig165429,NA
contig165441,NA
contig165510,NA
contig165527,NA
contig165544_94313_179830_118779,NA
contig165629_127892,NA
contig165639,NA
contig165672,NA
contig16568_151683_182987,NA
contig165726_179309,NA
contig165730,NA
contig165732_218702_216599,NA
contig165868,NA
contig165920,NA
contig165975_151398,NA
contig16619,NA
contig166209_25040_148527,NA
contig166341_117128,NA
contig166426_177600,NA
contig166442,NA
contig16670,NA
contig166819_105426,NA
contig166826,NA
contig166827_184480_210636,NA
contig16686,NA
contig16687_106141,NA
contig166881,NA
contig166894,NA
contig166932,NA
contig166938,NA
contig166968,NA
contig167006,NA
contig16702,NA
contig16703,NA
contig167053,NA
contig167055,NA
contig167080,NA
contig167097,NA
contig167107,NA
contig167111_20150,NA
contig167137,NA
contig167154,NA
contig167190,NA
contig16721,NA
contig167212,NA
contig16722_105562,NA
contig167229,NA
contig167279,NA
contig167316_12136,NA
contig167368,NA
contig167374,NA
contig167379,NA
contig167408_172036_156571,NA
contig16741,NA
contig167474,NA
contig167487_203920,NA
contig167513_83019,NA
contig167539,NA
contig167545,NA
contig167547,NA
contig167548,NA
contig167551_66453,NA
contig167582,NA
contig167657,NA
contig167661,NA
contig167741,NA
contig167773,NA
contig167794_12916,NA
contig167797_68967_83355,NA
contig167812_219222,NA
contig167838_204913,NA
contig167844,NA
contig167866,NA
contig167873,NA
contig167897,NA
contig167914_209455_177529_204663_203701,NA
contig167930_149504,NA
contig167931,NA
contig167936,NA
contig167947_16871_107401,NA
contig167971,NA
contig167986,NA
contig167988,NA
contig167994,NA
contig168010,NA
contig168016,NA
contig168017,NA
contig168036,NA
contig168042,NA
contig168044,NA
contig168070,NA
contig168072,NA
contig168077,NA
contig168079,NA
contig168094,NA
contig168100,NA
contig168101,NA
contig168102,NA
contig168116,NA
contig168134,NA
contig168149,NA
contig168150,NA
contig168161_53547,NA
contig168173,NA
contig168175_163868,NA
contig168188,NA
contig168211,NA
contig168623_71155_76345,NA
contig168672,NA
contig168676,NA
contig168682,NA
contig168697,NA
contig168743,NA
contig168744_218437,NA
contig168753,NA
contig168758_15520,NA
contig168770_108566_170592,NA
contig168773,NA
contig168813,NA
contig168814,NA
contig168822,NA
contig168860,NA
contig168868,NA
contig168869_128203_183656_119014,NA
contig168877,NA
contig168890,NA
contig168891_22858_82951,NA
contig168916,NA
contig168917_218957,NA
contig168918_137370_107333_104715,NA
contig168937,NA
contig169058_182423,NA
contig169062,NA
contig169071_176898,NA
contig169073,NA
contig169076,NA
contig169081,NA
contig169082,NA
contig169087,NA
contig169089,NA
contig169095_205712,NA
contig169096,NA
contig169106,NA
contig169108_116554,NA
contig169111,NA
contig169113_153054_119473_160689,NA
contig169114,NA
contig169115,NA
contig169117,NA
contig169125,NA
contig169133,NA
contig169136,NA
contig169137,NA
contig169139,NA
contig169142_73695_205506_6537_54950_77849,NA
contig169152,NA
contig169155,NA
contig169169,NA
contig169171,NA
contig169177,NA
contig169182,NA
contig169183,NA
contig169187,NA
contig169192,NA
contig169193,NA
contig169197_218963,NA
contig169200,NA
