Ourcontigname,MM.darkorange
contig212868,NA
contig212870_151407,NA
contig212871,NA
contig212876,NA
contig212910_205503,NA
contig212912,NA
contig212919_176082,NA
contig212921,NA
contig212927,NA
contig212947,NA
contig212949,NA
contig212951,NA
contig212960,NA
contig212962,NA
contig212964,NA
contig21297,NA
contig212972_114938_120078_211248,NA
contig212983_207282,NA
contig212997_69130,NA
contig213007,NA
contig213008,NA
contig213017_219159,NA
contig213036_178397_109734,NA
contig21305,NA
contig213051,NA
contig213066,NA
contig213071,NA
contig213072,NA
contig213075,0.483729638146723
contig213084,NA
contig213087_77590,0.857465444496664
contig213091,NA
contig213101,NA
contig213114,NA
contig213118,NA
contig21312,NA
contig213123,0.815195867148416
contig213125,NA
contig213132,NA
contig213138_69909,NA
contig213146,NA
contig213147,NA
contig213149,NA
contig213161_136727_156514,NA
contig213181_23937_8894,NA
contig213194,NA
contig213196,NA
contig213198,NA
contig213202,NA
contig213203,NA
contig213204,NA
contig213208_171065_16923,NA
contig213222_132108_76010_12031,NA
contig213225,NA
contig213251,NA
contig213256,NA
contig213260,NA
contig213261,NA
contig213266_195106,NA
contig213267,NA
contig213279_140508,0.433677983928698
contig213283,NA
contig213296,NA
contig213322,NA
contig213323,NA
contig213331,NA
contig213333,NA
contig213340,NA
contig213345,NA
contig213348,NA
contig213369,NA
contig213377,NA
contig213378_12794_109774,NA
contig213392,NA
contig213416,NA
contig213418,NA
contig213424_172005,NA
contig213432,NA
contig213438,NA
contig213444,NA
contig213447,NA
contig213471,NA
contig213493,NA
contig213509,NA
contig213510_183336,NA
contig213518,NA
contig213528,NA
contig213533,NA
contig213540,NA
contig213541,NA
contig213562,NA
contig213577,NA
contig213580,NA
contig213596_178023_129420,NA
contig213600_23689,NA
contig213609,NA
contig213630,NA
contig213675,NA
contig213688_209984,NA
contig213690,NA
contig213707,NA
contig213713,NA
contig213725,NA
contig213755,NA
contig213757,NA
contig213766,NA
contig213768,NA
contig213772,NA
contig213773,NA
contig213775_205605,NA
contig213798,NA
contig213806,NA
contig213813,NA
contig213817_219118,NA
contig213819_212489,NA
contig213832,NA
contig21386,NA
contig213862,NA
contig213868,NA
contig213884,NA
contig213901,NA
contig213908,NA
contig213916,NA
contig213925,NA
contig213929,NA
contig213956_153556_162363_174949,NA
contig213959,NA
contig213962,NA
contig213977_69672,NA
contig213996,NA
contig213997_59053,NA
contig213999,NA
contig214004_7854,NA
contig214005_213653,NA
contig214023_20161,NA
contig214024_212713,NA
contig214047,NA
contig214063,NA
contig214065_99953_189689,NA
contig214077,NA
contig214088,NA
contig214094,NA
contig214120,NA
contig214181,NA
contig214192,NA
contig214198,NA
contig21428_114944,NA
contig214327,NA
contig214368,NA
contig21437_106638,NA
contig21438,NA
contig214383_186958,0.704182659151355
contig214406,NA
contig214413,NA
contig214435_77200,NA
contig214552_128194,NA
contig214565,NA
contig214577_53946_68181_79759,NA
contig214587,NA
contig214599_156365,NA
contig214637_183712,NA
contig214658,NA
contig214659,NA
contig214711_185609,NA
contig214737,NA
contig214740_215618,NA
contig214743_114280_150183,NA
contig214748,NA
contig214796_83675,0.79523507762304
contig214967_205330,NA
contig214982,NA
contig214983_216891,NA
contig2150_124932,NA
contig215008,NA
contig215034,NA
contig215042_108233_186446,NA
contig215060,NA
contig215061,NA
contig215071,NA
contig215080,NA
contig215103_199910,NA
contig215105_94876_94918_94486_216900,NA
contig215125,0.727868244032378
contig215127,NA
contig215136_126549_84767,NA
contig21514,NA
contig215165,NA
contig215203,NA
contig215266,NA
contig215279_149015,NA
contig215292,NA
contig215303,NA
contig21534_18230_60132_170392_118690_141460_99833_108651_71134_138347,NA
contig21535,NA
contig215370,NA
contig215386_140666,NA
contig215417,NA
contig21542,NA
contig215432_180406_213588,NA
contig215434,NA
contig215441,NA
contig215450,NA
contig215451,NA
contig215464,NA
contig215480_210309_153404,NA
contig215498,NA
contig215515,NA
contig215531_219495,NA
contig215543_214932,NA
contig215547,NA
contig215569,NA
contig215592_151872,NA
contig21560_18587_11843_219906_152942_150549,NA
contig21562,NA
contig215654_18675_138418,NA
contig215666,NA
contig215685_102818,NA
contig215699,NA
contig215700,NA
contig215701,NA
contig215703_218296,NA
contig215714,NA
contig215726_181529,NA
contig215759,NA
contig215769,NA
contig215774,NA
contig215776_71425_82871_73333,NA
contig215806,NA
contig215840,NA
contig215843,NA
contig215871,NA
contig215882,NA
contig215888,NA
contig215902,NA
contig21592,NA
contig215926,NA
contig215941,NA
contig215953,NA
contig215962,NA
contig215970,NA
contig216008_168126,NA
contig216014,NA
contig216040_189007,NA
contig216048,NA
contig216059,NA
contig216067,NA
contig216079_181764,NA
contig216119,NA
contig216123,NA
contig216129,NA
contig216138,NA
contig216158_179115,NA
contig216186_107170,NA
contig216200,NA
contig216213,NA
contig216260_98533,NA
contig216261_112676,NA
contig216267,NA
contig216284,NA
contig216297,NA
contig216306,NA
contig216310,NA
contig216318,NA
contig216327,NA
contig216361,NA
contig216385,0.617871525655138
contig216460,NA
contig216502,NA
contig216510,NA
contig216524_212236,NA
contig216566,0.73200598610571
contig216628_94385_204700,NA
contig216634,NA
contig216651_17523,NA
contig216658,NA
contig216685,NA
contig216695,NA
contig216700,NA
contig216712,NA
contig216715,NA
contig216731,NA
contig216742,NA
contig216755,NA
contig216772,NA
contig216787,NA
contig216800,NA
contig216811,NA
contig216825,NA
contig216826,NA
contig21683,NA
contig216838_186354_152455_68832,NA
contig216841,NA
contig216849,NA
contig216853,NA
contig216858_195505_189781_69703_17947_182270_205421,NA
contig216874,NA
contig216890,NA
contig216909_66788,NA
contig216911,NA
contig216921,NA
contig216922,NA
contig216926,NA
contig216953,NA
contig216974,NA
contig216986,NA
contig216993_14792_77018,NA
contig217000,NA
contig217015,NA
contig217016,NA
contig217037,NA
contig217047,NA
contig217054,NA
contig217169,NA
contig217171,NA
contig217197,NA
contig21721,NA
contig217220,NA
contig217268,NA
contig217270_197589,NA
contig217280,NA
contig217303,NA
contig217434_174486_119647,NA
contig217564,NA
contig217629,NA
contig21763_175951,NA
contig217672_159656,NA
contig217684,NA
contig21772,NA
contig217747_128915,NA
contig217759,NA
contig217774,NA
contig217780,NA
contig217888,NA
contig217991,NA
contig21803,NA
contig218101,NA
contig218121_146371,NA
contig21822_110698_128371,NA
contig218250_14451,NA
contig218253,NA
contig218257_108291,NA
contig218266,NA
contig218272,NA
contig218275,NA
contig21828_205218,0.769081824303921
contig218290,NA
contig218291,NA
contig218294,NA
contig218297,NA
contig218303,NA
contig218304_81205_71518,NA
contig218308,NA
contig218315,NA
contig218317,NA
contig218318,NA
contig218325,NA
contig218328,NA
contig218329_140232,NA
contig218342_176819_150000_112665_179111_149349,NA
contig218348,NA
contig218350,NA
contig218358,NA
contig218361,NA
contig218365,NA
contig218368,NA
contig218369,NA
contig218372,NA
contig218377,NA
contig218380,NA
contig218391,NA
contig218411,NA
contig218415_116470_193157,NA
contig218423,NA
contig218429,NA
contig218431,NA
contig218447,NA
contig218450,NA
contig218452,NA
contig218461,NA
contig218467,NA
contig218468,NA
contig218472,NA
contig218475,NA
contig218482,NA
contig218493,NA
contig218495_111926,NA
contig218505,NA
contig218529,NA
contig218530,NA
contig218532,NA
contig218540_150473_113987,NA
contig218544,NA
contig218570,NA
contig218579_110228,NA
contig218583,NA
contig218584_115138_99028,NA
contig218594,NA
contig218603,NA
contig218623_23881,NA
contig218636,NA
contig21864_138084_170957,NA
contig218640,NA
contig218647,NA
contig218648,NA
contig218655,NA
contig218659,NA
contig218664,NA
contig218680_169808_112345_78917,NA
contig218709,NA
contig218711_110154_74814_204302,NA
contig218729_76429_205346_93857,NA
contig218732,NA
contig218736,0.697630217280467
contig218740,NA
contig218742,NA
contig218747_77300_113448,NA
contig218749,NA
contig218757,NA
contig218777_146724,NA
contig218778,NA
contig218790,NA
contig218802,NA
contig218811,NA
contig218822,NA
contig218826,NA
contig218836,NA
contig218855_179760_116637,NA
contig218880,NA
contig218889,NA
contig218890,NA
contig218911,NA
contig21892,NA
contig218941,NA
contig218948,NA
contig218954,NA
contig218967_158766,NA
contig218972,NA
contig218974,NA
contig218999,NA
contig219002,NA
contig219005,NA
contig219009,NA
contig219010,NA
contig219011,NA
contig219015_177677,NA
contig219027_216752_81986_13858_78385_105268_181118_177915,NA
contig219036,NA
contig219040,NA
contig219041,NA
contig219069,NA
contig219073,NA
contig219080_96978,NA
contig219084,NA
contig219085,NA
contig219099,NA
contig219125,NA
contig219150,NA
contig219151_148117_72884,NA
contig219201,NA
contig219229_106934,NA
contig219265,NA
contig219287,NA
contig21929,NA
contig219315,NA
contig219328,NA
contig219329_111778,NA
contig219337,NA
contig219343,NA
contig219345,NA
contig219349_64423,NA
contig219394,NA
contig219400_106059_71434_77142,NA
contig219464,NA
contig219538,NA
contig219565,NA
contig219598,NA
contig219610,NA
contig219703,NA
contig219749,NA
contig21977,NA
contig219778,NA
contig219879_167461,NA
contig219888,NA
contig219896_147513_176351_132119,NA
contig219908_9708,NA
contig219952_182489,NA
contig219990,NA
contig219993_140410_20908_139044_185469_155885_76490_215268_82936_147041_55858,NA
contig219999_155051_168057_173721_148758_22258,NA
contig220032,NA
contig220049,NA
contig22009,NA
contig220115_23905_173778_182531,NA
contig220152_204579,NA
contig22054_82905_115590_152152,NA
contig22060,NA
contig22078,NA
contig22117,NA
contig22118_193399_68418_31068_72934_122082_115522_182927_186835,NA
contig2212,NA
contig22126,NA
contig22164,NA
contig22165,NA
contig22185,NA
contig22200_25807,NA
contig22208,NA
contig22221,NA
contig22312_168764_70408,NA
contig22386_175886,NA
contig22394_152077,NA
contig22396,NA
contig22411,NA
contig22456_98888_156741,NA
contig22474_170049,NA
contig22489,NA
contig22498_15403,NA
contig22500_194707_138922,NA
contig22515,NA
contig22527_87711_98734_175004_111096_100122,NA
contig22559_151422,NA
contig22615,0.694184002891443
contig22620,NA
contig22660,NA
contig22691,NA
contig22739_117438,NA
contig22756,NA
contig22785_91459,NA
contig22811,NA
contig2282_105688_104328_7947,NA
contig22829,NA
contig22845_210848,NA
contig22855,NA
contig22874,NA
contig22952,0.778968691387786
contig23024,NA
contig23030_82703,NA
contig23041_18887_150043_72384_117611,NA
contig23052_600226_7859_118182_107989,0.71379514510305
contig23079,NA
contig23120,NA
contig23128,NA
contig23214_71374,NA
contig23241_41075,NA
contig23271,NA
contig23294_216989,NA
contig23351,NA
contig23366_108302,NA
contig23372,NA
contig23392,NA
contig23394,NA
contig23416_178843,NA
contig23423,NA
contig23498,NA
contig23522_109304,NA
contig23524_99548,NA
contig23561,NA
contig23573_103235_175818_147600,NA
contig23650,NA
contig23654,NA
contig23663,NA
contig23668,NA
contig23696,NA
contig23704,NA
contig2372,NA
contig23742_204409,NA
contig23748,NA
contig23793_153099_153461,NA
contig23800,NA
contig23801_107814,NA
contig23812_113305_98960_148882,0.90067331593882
contig23833,NA
contig23840_153402,NA
contig23870_59894,NA
contig23875_82953,NA
contig23877,NA
contig23890,NA
contig23906,NA
contig23931_99724,NA
contig23974_72056,NA
contig24093_172125,NA
contig24129,NA
contig24146,NA
contig24168_111861_69144_150942,NA
contig24179,NA
contig24180,NA
contig24195,0.806992188079378
contig24294_171115_75638_150927,NA
contig24335,NA
contig24364_73328,NA
contig24365,NA
contig24451_188910,NA
contig24474_8625_16301,NA
contig24489,NA
contig24499_94274,NA
contig24514,NA
contig24533_149232,NA
contig24535,NA
contig24548_211122_99530,NA
contig24601_81645,NA
contig24655_189447_112899,NA
contig24841,NA
contig24861_147584_159704,NA
contig24880_127907,NA
contig24894,NA
contig24904,NA
contig24954,NA
contig24969,NA
contig25023_153104,NA
contig25037_181385,NA
contig25049_151162,NA
contig25061,NA
contig25065_177067_19021_177581,NA
contig25070,NA
contig25101,NA
contig25111,NA
contig25115_185846_195739_54681,NA
contig25130,NA
contig25145,NA
contig25200,NA
contig25202,NA
contig25298,NA
contig25301_150918,NA
contig25306,NA
contig25332,NA
contig25338,NA
contig25354,NA
contig25364,NA
contig25409_16070,NA
contig25439_207007_158989_78049,NA
contig25499,NA
contig25591_209253_66143_132960,NA
contig25617_170978,NA
contig25627_171006,NA
contig25646,NA
contig25661_80037_52223,NA
contig25663_207555_94415,NA
contig25667_20658_77724_60167_209292,NA
contig25693,NA
contig25706_216521,NA
contig25717,0.638019709468954
contig25761,NA
contig25769,NA
contig25792_177711,NA
contig25840_160731,NA
contig25932_82041_7002,NA
contig25952_176106,NA
contig25973,NA
contig25989,NA
contig25993_125565_104777,NA
contig25997,NA
contig26019,NA
contig26036_203699,NA
contig26105_78550_78086,NA
contig26111,NA
contig26117,NA
contig26120,NA
contig26132,NA
contig26195_143555,NA
contig26216,NA
contig26230_78354,NA
contig26235_203593,NA
contig26302_180471,0.940456427313589
contig26308,NA
contig26352,NA
contig26355_137761,NA
contig26357_205521_168209,NA
contig2636,NA
contig26374,NA
contig26382_187757_137921_76998_66531_52954_148977_91410_105322_203802_151804,NA
contig26392,NA
contig26393_177388_208159_600194,NA
contig26421_97721,NA
contig26430_66655,NA
contig26459_204182_179161,NA
contig26490_75511_105608_209803,NA
contig26521,NA
contig26591,NA
contig26605_152016_131439_153543,NA
contig26688,NA
contig26700_26131,NA
contig26735_73886_82537,NA
contig26748,NA
contig26750_16476,NA
contig26786,NA
contig27736,NA
contig27976,NA
contig2807,NA
contig283_18447_195285_23282,NA
contig2888,NA
contig29000,NA
contig2932,NA
contig3001,NA
contig3024,NA
contig3060,NA
contig31179_26253,NA
contig3144,NA
contig3161,NA
contig3231_169120_70978,NA
contig3291_136574_146486,NA
contig33153_206025,NA
contig3372,NA
contig33999,NA
contig3426,NA
contig3441_76492_114801,NA
contig3464_186618,NA
contig35021,NA
contig3504_180902,NA
contig3557_194661_112308,NA
contig35831_139274_189894,NA
contig3609_70722_21528_114413,NA
contig3619,NA
contig3621_110672,NA
contig3633,NA
contig3648,NA
contig3660,NA
contig37303,NA
contig3753_6447,NA
contig37752_80772,NA
contig38363_208347,NA
contig38694,NA
contig39758_193412_186807_182900_48035_209748_78214_23602,NA
contig39951,NA
contig40250,NA
contig4045,NA
contig40662,NA
contig4067,NA
contig4072,NA
contig4073_75996_107226_77540,NA
contig4079,NA
contig4109_131267_205784,NA
contig41283_69488,NA
contig41291_149658_146339,NA
contig4137,NA
contig4139_178421_174266,NA
contig41524_117999,NA
contig41889,NA
contig42126,NA
contig42132,NA
contig42184_94419,NA
contig42382_191490,NA
contig42428,NA
contig42765_169355_211642,NA
contig4308_109680_216999,NA
contig43090,NA
contig43393,NA
contig43401,NA
contig43606,NA
contig43657,NA
contig4366,NA
contig43945_99592_147389_150415_83321,NA
contig44150,NA
contig44219,NA
contig4422_4345,NA
contig443,NA
contig44410,NA
contig44437_180057,NA
contig44450_204688_76385_190596,0.8990540820103
contig44542_55363_151859,NA
contig44778_169605_129881,NA
contig44815_68504_129659_205001,NA
contig44885,NA
contig4499,NA
contig45014_70350_108742,NA
contig45230,NA
contig45321_98717,NA
contig4565_60460_138510_140544_176269_151317_171169,NA
contig4568_210021,NA
contig45809,NA
contig45845,NA
contig46011_60555,NA
contig4624_79205,NA
contig4625_210962,NA
contig46368_20700,NA
contig46461,NA
contig46572,NA
contig47040,NA
contig4705,NA
contig47108_120133_216619_111769,NA
contig47191_158741_16992,NA
contig47204_112309,NA
contig47218,NA
contig47276,NA
contig47370_74021_77931,NA
contig47379_80706,NA
contig47571_215917,NA
contig4771,NA
contig47864,NA
contig47883,NA
contig47920,NA
contig47970_211825_182275,NA
contig4799,NA
contig48093_138421,NA
contig48141_114942,NA
contig4821,NA
contig48214,NA
contig48219_79942,NA
contig4824_77183,NA
contig48304_145382,NA
contig48371_104765,NA
contig48390_170427,NA
contig48404_109047,NA
contig48412,NA
contig48488_152234_208461_80367_135384_24092_79493,NA
contig48502,NA
contig48564,NA
contig4859,NA
contig48606_48417_143847_216536,NA
contig48664_216172_174687,NA
contig48692_105496,NA
contig48756_80881,NA
contig4876,NA
contig48801,NA
contig48812_119435,NA
contig48825,NA
contig48902,NA
contig48975_133428_186753,NA
contig4904,NA
contig49164_115713,NA
contig49218,NA
contig4971,NA
contig4979_156922,NA
contig4996,NA
contig49970_205299_79209_16752_153278,NA
contig49993_155036,NA
contig5004_107831,NA
contig5040_147038,NA
contig5045,NA
contig5052,NA
contig5116_205953_205189_112171_176957,NA
contig51215,NA
contig51250,NA
contig51300,NA
contig51310,NA
contig5133,NA
contig51362_56379,NA
contig51424,NA
contig51447_178902,NA
contig51545,NA
contig51608_202228_59214,NA
contig51676,NA
contig51702,NA
contig51792,NA
contig51941,NA
contig51997,NA
contig52027,NA
contig52141,NA
contig52203,NA
contig52211,NA
contig52271,NA
contig52274,NA
contig52289,NA
contig52371_75013,NA
contig52407,NA
contig52413,NA
contig52422,NA
contig52452_118960,NA
contig52471_199754,NA
contig52516,NA
contig5252_177079,NA
contig52594_192245_70330,NA
contig52624_109083,NA
contig52672_66550,NA
contig52740,NA
contig52761_119408,NA
contig52831,NA
contig52941,NA
contig52948_182462,NA
contig53025_79326,NA
contig53117,NA
contig53229,NA
contig53254_118953,NA
contig53287,NA
contig5331,NA
contig53310,NA
contig53470,NA
contig53493,NA
contig53555_98938_80516,NA
contig53573_76025_143237_135145,NA
contig53711,NA
contig5372,NA
contig53812,NA
contig53933_75484,NA
contig53938_203092_131868,NA
contig54043,NA
contig54141,NA
contig54237,NA
contig54337,NA
contig54398,NA
contig54400,NA
contig54416,NA
contig54490,NA
contig54501,NA
contig54512_193003,NA
contig54558,NA
contig54664,NA
contig54684,NA
contig54742,NA
contig54776,NA
contig54829_112491,NA
contig54860_147935,NA
contig54861_194620,NA
contig54867,NA
contig54870_216977_119755_99451,NA
contig54899,NA
contig54913,NA
contig54935,NA
contig54964,NA
contig54973,NA
contig55047,NA
contig55051,NA
contig55053,NA
contig55063,NA
contig55100,NA
contig55113,NA
contig55118,NA
contig55191,NA
contig55309,NA
contig55341,NA
contig55397_104767,NA
contig55408_149938,NA
contig55438,NA
contig55464_209129,NA
contig5548,NA
contig55493,NA
contig55572,NA
contig55602,NA
contig55637,NA
contig55653_25902,NA
contig55668,NA
contig55742,NA
contig55873,NA
contig55875,NA
contig55878_108221_116640,NA
contig5588_119425_189793,NA
contig55887_116027_158992,NA
contig55910,NA
contig55911,NA
contig55928_109216,NA
contig55939,NA
contig55943_144951,NA
contig55978,NA
contig56037,NA
contig56040,NA
contig5611,NA
contig56134,NA
contig56225,NA
contig56227,NA
contig56233,NA
contig56274,NA
contig56299,NA
contig56314,NA
contig56317,NA
contig56370,NA
contig56383_55797,NA
contig5639_20178,NA
contig56391,NA
contig56416,NA
contig56441,NA
contig5646_20164,NA
contig56486_112983_104013_7610,NA
contig56523,NA
contig5653,NA
contig56546_118551_80711,NA
contig56587,NA
contig56615,NA
contig56648,NA
contig5666_30986,NA
contig56660,NA
contig56834,NA
contig56835,NA
contig56846,NA
contig56876_78152,NA
contig56894,NA
contig56902,NA
contig56921,NA
contig56950,NA
contig56958,NA
contig56978,NA
contig57042,NA
contig57043_104964,NA
contig57088,NA
contig57236,NA
contig57307_212866,NA
contig57407_178106_16093,NA
contig57426,NA
contig57469,NA
contig57517,NA
contig5753_138041,NA
contig57570,NA
contig57602,NA
contig57628,NA
contig57671,NA
contig57740,NA
contig57770,NA
contig57772_147147,NA
contig57776,NA
contig57792_97999,NA
contig57813,NA
contig5783,NA
contig57868,NA
contig57873,NA
contig57912,NA
contig57930_135111_159841,NA
contig57937,NA
contig57968,NA
contig5802,NA
contig58056,NA
contig5806,NA
contig58086,NA
contig58103_170241,NA
contig58119,NA
contig58151,NA
contig58194,NA
contig58203,NA
contig58246_72479,NA
contig58263,NA
contig58350,NA
contig58356,NA
contig58468,NA
contig58472,NA
contig58484,NA
contig58513,NA
contig58517,NA
contig58562,NA
contig58571,NA
contig58587,NA
contig58614,NA
contig58630,NA
contig58648,NA
contig58671,NA
contig58686,NA
contig58688,0.911634069451701
contig5869,NA
contig58717,NA
contig58731,NA
contig58739,NA
contig58741,NA
contig58754_151645,NA
contig58821,NA
contig58826,NA
contig58841,NA
contig58853,NA
contig5896,NA
contig58989_152821,NA
contig59060,NA
contig59065,NA
contig59132,NA
contig59157_108149_193286,NA
contig59163,NA
contig59171_141845_152422,NA
contig59209,NA
contig59222,NA
contig59244,NA
contig59254_137555_133891_194718,NA
contig5926,NA
contig59281_147133,NA
contig59292,NA
contig59381,NA
contig59386,NA
contig59387_154873,NA
contig59396,NA
contig59420_208168,NA
contig59439_178488,NA
contig59440,NA
contig5951,NA
contig59520,NA
contig59527,NA
contig59546,NA
contig59550,NA
contig59595,NA
contig59617,NA
contig59639_74766,NA
contig59640,NA
contig59669,NA
contig59703,NA
contig59723,NA
contig59741,NA
contig59749,NA
contig59759,NA
contig59779,NA
contig59782,NA
contig59809,NA
contig59829_169401_176858_131274,NA
contig59882,NA
contig59897,NA
contig59921,NA
contig59928,NA
contig59932,NA
contig59940,NA
contig59953_78635_110629,NA
contig59955,0.561781844592692
contig59969,NA
contig600001,NA
contig600002,NA
contig600003,NA
contig600005,NA
contig600006_97276,NA
contig600007,NA
contig600009,NA
contig600011,NA
contig600012,NA
contig600013_189161,NA
contig600014,NA
contig600016_209970,NA
contig600018,NA
contig600020,NA
contig600021_217076,NA
contig600023,NA
contig600027,NA
contig600028,NA
contig600029,NA
contig600030_131146_140500_78614,NA
contig600032,NA
contig600033,NA
contig600034,NA
contig600035,NA
contig600036,NA
contig600037_210809,NA
contig600039,NA
contig600042,NA
contig600043,NA
contig600044,NA
contig600045_147701_187906,NA
contig600046,NA
contig600047,NA
contig600050,NA
contig600052,NA
contig600053,NA
contig600055,NA
contig600056,NA
contig600057,NA
contig600058,NA
contig600060,NA
contig600061,NA
contig600062,NA
contig600063,NA
contig600064,NA
contig600066,NA
contig600067,NA
contig600069,NA
contig600070,0.868559845481305
contig600071,NA
contig600074,NA
contig600075,NA
contig600077,NA
contig600079,NA
contig600080,NA
contig600081,NA
contig600082_176489_204152_108296,NA
contig600084,NA
contig600085,NA
contig600087,NA
contig600089_7798,NA
contig600091,NA
contig600093,NA
contig600094,NA
contig600095,NA
contig600096,NA
contig600098_167965,NA
contig600099,NA
contig600100,NA
contig600101,NA
contig600103,0.781911327664125
contig600104,NA
contig600105,NA
contig600106,NA
contig600107,NA
contig600108,NA
contig600109,0.821286570723558
contig600111,NA
contig600112,NA
contig600113,NA
contig600114,NA
contig600116,NA
contig600117,NA
contig600118,NA
contig600119,0.754145391133771
contig600121,NA
contig600122,NA
contig600124,NA
contig600125,NA
contig600126,NA
contig600127,NA
contig600128,NA
contig600130,NA
contig600132,NA
contig600133,NA
contig600135,NA
contig600136,NA
contig600137,NA
contig600139,NA
contig600140,NA
contig600141,NA
contig600142,NA
contig600143,NA
contig600146,NA
contig600148,NA
contig600149,NA
contig600151,NA
contig600152,NA
contig600153,NA
contig600154,NA
contig600156,NA
contig600157,NA
contig600158,NA
contig600159,NA
contig600160,NA
contig600165,NA
contig600166_215284,NA
contig600168_177501,NA
contig600169,NA
contig600170_69933,NA
contig600171_199683_78856,NA
contig600172,NA
contig600173,NA
contig600174_189893_133649_196500,NA
contig600175,NA
contig600176,NA
contig600178,NA
contig600180,NA
contig600181,NA
contig600182_108450_204955,0.899402665973325
contig600183,NA
contig600184,NA
contig600185,NA
contig600186,NA
contig600187_181761,NA
contig600188,NA
contig600189,NA
contig600190,NA
contig600193_156850_108772,NA
contig600195,NA
contig600196,NA
contig600198,NA
contig600199,NA
contig60020,NA
contig600202,NA
contig600203,NA
contig600204,NA
contig600205,NA
contig600206,NA
contig600207,NA
contig600209,NA
contig60021_98625,NA
contig600210,NA
contig600212,NA
contig600215,NA
contig600217,NA
contig600218,0.586665277906088
contig600220,NA
contig600221,NA
contig600222_219782,NA
contig600223,NA
contig600224,NA
contig600228,NA
contig600230,NA
contig600231,NA
contig600236,NA
contig600238,NA
contig600239_169456_109690,NA
contig600243,NA
contig600246,NA
contig60029,NA
contig60030_132065,NA
contig60037,NA
contig60060,NA
contig60120_186654_112890_114515,NA
contig60124,NA
contig60181,NA
contig60199,NA
contig60217_105168,NA
contig60247,NA
contig60257,NA
contig60280,NA
contig60298,NA
contig60299,NA
contig60318_211330,NA
contig60330,NA
contig60344,NA
contig60392,NA
contig60399,NA
contig60408,NA
contig60420,NA
contig60454,NA
contig60462,NA
contig60479,NA
contig60531,NA
contig60538_21602_193233_116857_195001,NA
contig60540,NA
contig60554_109491,NA
contig60558,NA
contig60572,NA
contig60580,NA
contig60605,NA
contig60621,NA
contig6064,0.776615031137347
contig60647,NA
contig60650,NA
contig60652,NA
contig60679,NA
contig60701,NA
contig60714,NA
contig60724,NA
contig60727,NA
contig60735,0.77652306588199
contig60737,NA
contig60744_107432_98885_69904_167717_5891,NA
contig60753,NA
contig60806,NA
contig60811,NA
contig60816,NA
contig60827,NA
contig60830_105005,NA
contig6086,NA
contig60889,NA
contig60930_64465,NA
contig60944_78725,NA
contig619,NA
contig6203_77650,NA
contig6255,NA
contig63961_207980,NA
contig64034,NA
contig64132,NA
contig6414_81055_24367_132766_78296_180945,NA
contig64592,NA
contig64600,NA
contig64772,NA
contig64802,0.719142515813048
contig64826_106738_65575,NA
contig64885,NA
contig64908,NA
contig6494,NA
contig64945_185616,NA
contig6499,NA
contig65005,NA
contig65069,NA
contig65072,NA
contig65131,NA
contig65168,NA
contig65173,NA
contig65197,NA
contig65203,NA
contig65225_66674,NA
contig65321,NA
contig65333_175825,NA
contig65366_73140,NA
contig65373_119545_20436,NA
contig65391,NA
contig6540,NA
contig65429,NA
contig65470,NA
contig6552_73732_158542,NA
contig65540_154518_183049,NA
contig65562,NA
contig65567,NA
contig65606_193634,NA
contig65622_111220_21003_55870,NA
contig65657_97460_7782,NA
contig65669,NA
contig65750,NA
contig65751,NA
contig65771,NA
contig65782,NA
contig65783,NA
contig65789_15589,NA
contig65793,NA
contig65885,NA
contig65902,NA
contig65911,NA
contig65926,NA
contig65928,NA
contig65950,NA
contig65983,NA
contig65989_157198_147516_204684,NA
contig65990,NA
contig66012,NA
contig6604,NA
contig66071_96635,NA
contig66108,NA
contig66170,NA
contig6618,NA
contig66199,NA
contig66224,NA
contig66289,NA
contig66367_165114_71168,NA
contig66376_170666,NA
contig66380,NA
contig66406_186203,NA
contig66407,NA
contig66415_192500_80502,NA
contig66421,NA
contig66426,NA
contig66530,NA
contig66597,NA
contig66599,NA
contig66616,NA
contig66657_153235,NA
contig66661,NA
contig66669,NA
contig66681,NA
contig66723,NA
contig66738,NA
contig66746,NA
contig66815,NA
contig66819_169700,NA
contig66823,NA
contig66825,NA
contig66833,NA
contig66852,NA
contig66864_118464_211221,NA
contig66868,NA
contig66876_68675_109947,NA
contig66887_99602,NA
contig66895,NA
contig66899,NA
contig66910_44921,NA
contig6717,NA
contig67809,NA
contig6789,NA
contig67926,NA
contig67979,NA
contig67991,NA
contig68001,NA
contig68003_169246,NA
contig68006,NA
contig68057,NA
contig6807_137583,NA
contig68077,NA
contig68090,NA
contig68097,NA
contig68111_134,NA
contig68120,NA
contig68122,NA
contig68123,NA
contig68128_81581_178379,NA
contig68154,NA
contig68162,NA
contig68166,NA
contig68168_208982,NA
contig68179_169491_204145_210048,NA
contig68188,NA
contig6819,NA
contig68192,NA
contig68203,NA
contig68234,NA
contig68247,NA
contig68248,NA
contig68250,NA
contig68258,NA
contig68264,NA
contig68273,NA
contig68280_112192,NA
contig68284,NA
contig68288,NA
contig68296_76546,NA
contig68300,NA
contig68305,NA
contig68310,NA
contig68314_211057_167495_79687,NA
contig68324,NA
contig68333,NA
contig68345_167703_140211_178478_106978,NA
contig68351_105576,NA
contig68366,NA
contig68383_180363_132010,0.863402300235129
contig68388,NA
contig68396,NA
